[2026-07-17 21:46:16.809] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:16.919] DEBUG MemoAlign:42  _first_heading 入口 | fallback=f1, text_len=46
[2026-07-17 21:46:16.919] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f11.md, force_llm=False
[2026-07-17 21:46:16.919] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.920] DEBUG MemoAlign:79  _detect_language 入口 | text_len=46
[2026-07-17 21:46:16.920] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f11.md
[2026-07-17 21:46:16.920] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f3.md, force_llm=False
[2026-07-17 21:46:16.920] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f3.md
[2026-07-17 21:46:16.920] DEBUG MemoAlign:89  _detect_language 出口 | hits=['Python']
[2026-07-17 21:46:16.920] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.920] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f2.md, force_llm=False
[2026-07-17 21:46:16.920] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f2.md
[2026-07-17 21:46:16.929] DEBUG MemoAlign:26  _read_text 出口 | len=46, encoding=utf-8
[2026-07-17 21:46:16.929] DEBUG MemoAlign:26  _read_text 出口 | len=47, encoding=utf-8
[2026-07-17 21:46:16.929] DEBUG MemoAlign:26  _read_text 出口 | len=46, encoding=utf-8
[2026-07-17 21:46:16.929] DEBUG MemoAlign:42  _first_heading 入口 | fallback=f3, text_len=46
[2026-07-17 21:46:16.929] DEBUG MemoAlign:42  _first_heading 入口 | fallback=f11, text_len=47
[2026-07-17 21:46:16.929] DEBUG MemoAlign:79  _detect_language 入口 | text_len=46
[2026-07-17 21:46:16.929] DEBUG MemoAlign:42  _first_heading 入口 | fallback=f2, text_len=46
[2026-07-17 21:46:16.929] DEBUG MemoAlign:79  _detect_language 入口 | text_len=47
[2026-07-17 21:46:16.929] DEBUG MemoAlign:89  _detect_language 出口 | hits=['Python']
[2026-07-17 21:46:16.930] DEBUG MemoAlign:79  _detect_language 入口 | text_len=46
[2026-07-17 21:46:16.930] DEBUG MemoAlign:89  _detect_language 出口 | hits=['Python']
[2026-07-17 21:46:16.930] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.930] DEBUG MemoAlign:89  _detect_language 出口 | hits=['Python']
[2026-07-17 21:46:16.930] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.930] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f6.md, force_llm=False
[2026-07-17 21:46:16.930] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.930] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f4.md, force_llm=False
[2026-07-17 21:46:16.930] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f6.md
[2026-07-17 21:46:16.930] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f5.md, force_llm=False
[2026-07-17 21:46:16.930] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f4.md
[2026-07-17 21:46:16.930] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f5.md
[2026-07-17 21:46:16.938] DEBUG MemoAlign:26  _read_text 出口 | len=46, encoding=utf-8
[2026-07-17 21:46:16.938] DEBUG MemoAlign:42  _first_heading 入口 | fallback=f6, text_len=46
[2026-07-17 21:46:16.938] DEBUG MemoAlign:79  _detect_language 入口 | text_len=46
[2026-07-17 21:46:16.938] DEBUG MemoAlign:89  _detect_language 出口 | hits=['Python']
[2026-07-17 21:46:16.938] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.938] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f9.md, force_llm=False
[2026-07-17 21:46:16.938] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f9.md
[2026-07-17 21:46:16.941] DEBUG MemoAlign:26  _read_text 出口 | len=46, encoding=utf-8
[2026-07-17 21:46:16.941] DEBUG MemoAlign:42  _first_heading 入口 | fallback=f4, text_len=46
[2026-07-17 21:46:16.941] DEBUG MemoAlign:79  _detect_language 入口 | text_len=46
[2026-07-17 21:46:16.942] DEBUG MemoAlign:89  _detect_language 出口 | hits=['Python']
[2026-07-17 21:46:16.942] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.942] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f7.md, force_llm=False
[2026-07-17 21:46:16.942] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f7.md
[2026-07-17 21:46:16.942] DEBUG MemoAlign:26  _read_text 出口 | len=46, encoding=utf-8
[2026-07-17 21:46:16.942] DEBUG MemoAlign:42  _first_heading 入口 | fallback=f5, text_len=46
[2026-07-17 21:46:16.942] DEBUG MemoAlign:79  _detect_language 入口 | text_len=46
[2026-07-17 21:46:16.943] DEBUG MemoAlign:89  _detect_language 出口 | hits=['Python']
[2026-07-17 21:46:16.943] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.943] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f8.md, force_llm=False
[2026-07-17 21:46:16.943] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp6b8nncr8\A\memory\f8.md
[2026-07-17 21:46:16.951] DEBUG MemoAlign:26  _read_text 出口 | len=46, encoding=utf-8
[2026-07-17 21:46:16.951] DEBUG MemoAlign:42  _first_heading 入口 | fallback=f9, text_len=46
[2026-07-17 21:46:16.951] DEBUG MemoAlign:79  _detect_language 入口 | text_len=46
[2026-07-17 21:46:16.951] DEBUG MemoAlign:89  _detect_language 出口 | hits=['Python']
[2026-07-17 21:46:16.951] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.951] DEBUG MemoAlign:26  _read_text 出口 | len=46, encoding=utf-8
[2026-07-17 21:46:16.951] DEBUG MemoAlign:42  _first_heading 入口 | fallback=f7, text_len=46
[2026-07-17 21:46:16.952] DEBUG MemoAlign:79  _detect_language 入口 | text_len=46
[2026-07-17 21:46:16.952] DEBUG MemoAlign:89  _detect_language 出口 | hits=['Python']
[2026-07-17 21:46:16.952] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.954] DEBUG MemoAlign:26  _read_text 出口 | len=46, encoding=utf-8
[2026-07-17 21:46:16.954] DEBUG MemoAlign:42  _first_heading 入口 | fallback=f8, text_len=46
[2026-07-17 21:46:16.954] DEBUG MemoAlign:79  _detect_language 入口 | text_len=46
[2026-07-17 21:46:16.954] DEBUG MemoAlign:89  _detect_language 出口 | hits=['Python']
[2026-07-17 21:46:16.954] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.963] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:16.964] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:16.964] INFO  MemoAlign:95  关键词热加载成功，已从 D:\Work_Area\Python\checkdoc\src\keywords_data.json 更新
[2026-07-17 21:46:16.964] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:16.964] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:16.964] INFO  MemoAlign:95  关键词热加载成功，已从 D:\Work_Area\Python\checkdoc\src\keywords_data.json 更新
[2026-07-17 21:46:16.964] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:16.964] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:16.964] INFO  MemoAlign:95  关键词热加载成功，已从 D:\Work_Area\Python\checkdoc\src\keywords_data.json 更新
[2026-07-17 21:46:16.964] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:16.965] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:16.965] INFO  MemoAlign:95  关键词热加载成功，已从 D:\Work_Area\Python\checkdoc\src\keywords_data.json 更新
[2026-07-17 21:46:16.965] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:16.965] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:16.965] INFO  MemoAlign:95  关键词热加载成功，已从 D:\Work_Area\Python\checkdoc\src\keywords_data.json 更新
[2026-07-17 21:46:16.965] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:16.965] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:16.965] INFO  MemoAlign:95  关键词热加载成功，已从 D:\Work_Area\Python\checkdoc\src\keywords_data.json 更新
[2026-07-17 21:46:16.965] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:16.965] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:16.965] INFO  MemoAlign:95  关键词热加载成功，已从 D:\Work_Area\Python\checkdoc\src\keywords_data.json 更新
[2026-07-17 21:46:16.965] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:16.965] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:16.965] INFO  MemoAlign:95  关键词热加载成功，已从 D:\Work_Area\Python\checkdoc\src\keywords_data.json 更新
[2026-07-17 21:46:16.965] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:16.966] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:16.966] INFO  MemoAlign:95  关键词热加载成功，已从 D:\Work_Area\Python\checkdoc\src\keywords_data.json 更新
[2026-07-17 21:46:16.966] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:16.966] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:16.966] INFO  MemoAlign:95  关键词热加载成功，已从 D:\Work_Area\Python\checkdoc\src\keywords_data.json 更新
[2026-07-17 21:46:16.970] DEBUG MemoAlign:35  _iter_memory_dirs 入口 | root=C:\Users\ht182\AppData\Local\Temp\tmpj204kk_0
[2026-07-17 21:46:16.970] DEBUG MemoAlign:42  _iter_memory_dirs 出口 | 命中目录数=1
[2026-07-17 21:46:16.970] INFO  MemoAlign:85  扫描完成: root=C:\Users\ht182\AppData\Local\Temp\tmpj204kk_0, 命中 MD 文件=1
[2026-07-17 21:46:16.970] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmpj204kk_0\A\memory\gone.md, force_llm=False
[2026-07-17 21:46:16.970] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmpj204kk_0\A\memory\gone.md
[2026-07-17 21:46:16.970] WARNING MemoAlign:35  文件读取失败: C:\Users\ht182\AppData\Local\Temp\tmpj204kk_0\A\memory\gone.md | [Errno 2] No such file or directory: 'C:\\Users\\ht182\\AppData\\Local\\Temp\\tmpj204kk_0\\A\\memory\\gone.md'
[2026-07-17 21:46:16.970] DEBUG MemoAlign:36  _read_text 出口(空)
[2026-07-17 21:46:16.970] DEBUG MemoAlign:42  _first_heading 入口 | fallback=gone, text_len=0
[2026-07-17 21:46:16.970] DEBUG MemoAlign:79  _detect_language 入口 | text_len=0
[2026-07-17 21:46:16.971] DEBUG MemoAlign:89  _detect_language 出口 | hits=['通用']
[2026-07-17 21:46:16.971] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.977] DEBUG MemoAlign:35  _iter_memory_dirs 入口 | root=C:\Users\ht182\AppData\Local\Temp\tmpwnhqyqf4
[2026-07-17 21:46:16.977] DEBUG MemoAlign:42  _iter_memory_dirs 出口 | 命中目录数=1
[2026-07-17 21:46:16.977] INFO  MemoAlign:85  扫描完成: root=C:\Users\ht182\AppData\Local\Temp\tmpwnhqyqf4, 命中 MD 文件=1
[2026-07-17 21:46:16.977] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmpwnhqyqf4\A\memory\bin.md, force_llm=False
[2026-07-17 21:46:16.977] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmpwnhqyqf4\A\memory\bin.md
[2026-07-17 21:46:16.986] DEBUG MemoAlign:26  _read_text 出口 | len=100, encoding=utf-8
[2026-07-17 21:46:16.986] DEBUG MemoAlign:42  _first_heading 入口 | fallback=bin, text_len=100
[2026-07-17 21:46:16.986] DEBUG MemoAlign:79  _detect_language 入口 | text_len=100
[2026-07-17 21:46:16.987] DEBUG MemoAlign:89  _detect_language 出口 | hits=['通用']
[2026-07-17 21:46:16.987] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:16.989] DEBUG MemoAlign:35  _iter_memory_dirs 入口 | root=C:\Users\ht182\AppData\Local\Temp\tmpofgtc0wq
[2026-07-17 21:46:16.991] DEBUG MemoAlign:42  _iter_memory_dirs 出口 | 命中目录数=1
[2026-07-17 21:46:16.992] INFO  MemoAlign:85  扫描完成: root=C:\Users\ht182\AppData\Local\Temp\tmpofgtc0wq, 命中 MD 文件=1
[2026-07-17 21:46:16.992] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmpofgtc0wq\A\memory\llm.md, force_llm=True
[2026-07-17 21:46:16.992] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmpofgtc0wq\A\memory\llm.md
[2026-07-17 21:46:17.003] DEBUG MemoAlign:26  _read_text 出口 | len=13, encoding=utf-8
[2026-07-17 21:46:17.003] DEBUG MemoAlign:42  _first_heading 入口 | fallback=llm, text_len=13
[2026-07-17 21:46:17.003] WARNING MemoAlign:336  LLM 抽取失败: C:\Users\ht182\AppData\Local\Temp\tmpofgtc0wq\A\memory\llm.md | 未配置 LLM_API_KEY（或环境变量 MEMOALIGN_LLM_API_KEY）
[2026-07-17 21:46:17.005] DEBUG MemoAlign:35  _iter_memory_dirs 入口 | root=C:\Users\ht182\AppData\Local\Temp\tmpa2v2ysc7
[2026-07-17 21:46:17.006] DEBUG MemoAlign:42  _iter_memory_dirs 出口 | 命中目录数=1
[2026-07-17 21:46:17.006] INFO  MemoAlign:85  扫描完成: root=C:\Users\ht182\AppData\Local\Temp\tmpa2v2ysc7, 命中 MD 文件=1
[2026-07-17 21:46:17.006] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmpa2v2ysc7\A\memory\normal.md, force_llm=False
[2026-07-17 21:46:17.006] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmpa2v2ysc7\A\memory\normal.md
[2026-07-17 21:46:17.018] DEBUG MemoAlign:26  _read_text 出口 | len=16, encoding=utf-8
[2026-07-17 21:46:17.018] DEBUG MemoAlign:42  _first_heading 入口 | fallback=normal, text_len=16
[2026-07-17 21:46:17.018] DEBUG MemoAlign:79  _detect_language 入口 | text_len=16
[2026-07-17 21:46:17.018] DEBUG MemoAlign:89  _detect_language 出口 | hits=['通用']
[2026-07-17 21:46:17.018] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:17.020] DEBUG MemoAlign:21  load_cache 入口
[2026-07-17 21:46:17.029] WARNING MemoAlign:34  缓存读取失败，将重建: C:\Users\ht182\AppData\Local\Temp\tmpao4yp20s\memory_index.json | Expecting property name enclosed in double quotes: line 1 column 3 (char 2)
[2026-07-17 21:46:17.029] DEBUG MemoAlign:35  load_cache 出口(异常) | -> {}
[2026-07-17 21:46:17.225] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:17.226] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:17.226] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:17.226] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:17.226] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:17.226] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:17.226] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:17.227] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:17.227] DEBUG MemoAlign:23  _load_raw 入口 | file=D:\Work_Area\Python\checkdoc\src\keywords_data.json
[2026-07-17 21:46:17.227] DEBUG MemoAlign:29  _load_raw 出口 | sections=7
[2026-07-17 21:46:17.263] DEBUG MemoAlign:35  _iter_memory_dirs 入口 | root=C:\Users\ht182\AppData\Local\Temp\tmpyn60scnq
[2026-07-17 21:46:17.264] DEBUG MemoAlign:42  _iter_memory_dirs 出口 | 命中目录数=1
[2026-07-17 21:46:17.264] INFO  MemoAlign:85  扫描完成: root=C:\Users\ht182\AppData\Local\Temp\tmpyn60scnq, 命中 MD 文件=1
[2026-07-17 21:46:17.264] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmpyn60scnq\A\memory\long_h.md, force_llm=False
[2026-07-17 21:46:17.264] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmpyn60scnq\A\memory\long_h.md
[2026-07-17 21:46:17.272] DEBUG MemoAlign:26  _read_text 出口 | len=974, encoding=utf-8
[2026-07-17 21:46:17.272] DEBUG MemoAlign:42  _first_heading 入口 | fallback=long_h, text_len=974
[2026-07-17 21:46:17.272] DEBUG MemoAlign:79  _detect_language 入口 | text_len=974
[2026-07-17 21:46:17.273] DEBUG MemoAlign:89  _detect_language 出口 | hits=['通用']
[2026-07-17 21:46:17.275] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:17.282] DEBUG MemoAlign:35  _iter_memory_dirs 入口 | root=C:\Users\ht182\AppData\Local\Temp\tmp2z3dc114
[2026-07-17 21:46:17.283] DEBUG MemoAlign:42  _iter_memory_dirs 出口 | 命中目录数=1
[2026-07-17 21:46:17.283] INFO  MemoAlign:85  扫描完成: root=C:\Users\ht182\AppData\Local\Temp\tmp2z3dc114, 命中 MD 文件=1
[2026-07-17 21:46:17.283] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp2z3dc114\A\memory\big.md, force_llm=False
[2026-07-17 21:46:17.283] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp2z3dc114\A\memory\big.md
[2026-07-17 21:46:17.294] DEBUG MemoAlign:26  _read_text 出口 | len=200000, encoding=utf-8
[2026-07-17 21:46:17.294] DEBUG MemoAlign:42  _first_heading 入口 | fallback=big, text_len=200000
[2026-07-17 21:46:17.294] DEBUG MemoAlign:79  _detect_language 入口 | text_len=200000
[2026-07-17 21:46:17.314] DEBUG MemoAlign:89  _detect_language 出口 | hits=['通用']
[2026-07-17 21:46:17.320] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:17.322] DEBUG MemoAlign:35  _iter_memory_dirs 入口 | root=C:\Users\ht182\AppData\Local\Temp\tmp1_a78sr6
[2026-07-17 21:46:17.323] DEBUG MemoAlign:42  _iter_memory_dirs 出口 | 命中目录数=1
[2026-07-17 21:46:17.324] INFO  MemoAlign:85  扫描完成: root=C:\Users\ht182\AppData\Local\Temp\tmp1_a78sr6, 命中 MD 文件=1
[2026-07-17 21:46:17.324] DEBUG MemoAlign:321  extract 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp1_a78sr6\A\memory\big.md, force_llm=False
[2026-07-17 21:46:17.324] DEBUG MemoAlign:22  _read_text 入口 | path=C:\Users\ht182\AppData\Local\Temp\tmp1_a78sr6\A\memory\big.md
[2026-07-17 21:46:17.333] DEBUG MemoAlign:26  _read_text 出口 | len=199999, encoding=utf-8
[2026-07-17 21:46:17.334] DEBUG MemoAlign:42  _first_heading 入口 | fallback=big, text_len=199999
[2026-07-17 21:46:17.334] DEBUG MemoAlign:79  _detect_language 入口 | text_len=199999
[2026-07-17 21:46:17.351] DEBUG MemoAlign:89  _detect_language 出口 | hits=['通用']
[2026-07-17 21:46:17.358] DEBUG MemoAlign:295  _normalize 入口 | type=其他
[2026-07-17 21:46:17.361] DEBUG MemoAlign:35  _iter_memory_dirs 入口 | root=C:\Users\ht182\AppData\Local\Temp\tmpgpkfcpyb
[2026-07-17 21:46:17.361] DEBUG MemoAlign:42  _iter_memory_dirs 出口 | 命中目录数=1
[2026-07-17 21:46:17.361] INFO  MemoAlign:85  扫描完成: root=C:\Users\ht182\AppData\Local\Temp\tmpgpkfcpyb, 命中 MD 文件=0
[2026-07-17 21:46:17.364] DEBUG MemoAlign:35  _iter_memory_dirs 入口 | root=C:\Users\ht182\AppData\Local\Temp\tmp6p2mn_7a
[2026-07-17 21:46:17.365] DEBUG MemoAlign:42  _iter_memory_dirs 出口 | 命中目录数=1
[2026-07-17 21:46:17.365] INFO  MemoAlign:85  扫描完成: root=C:\Users\ht182\AppData\Local\Temp\tmp6p2mn_7a, 命中 MD 文件=1
[2026-07-17 21:46:17.366] DEBUG MemoAlign:35  _iter_memory_dirs 入口 | root=C:\Users\ht182\AppData\Local\Temp\tmpy4_c0sbm
[2026-07-17 21:46:17.366] DEBUG MemoAlign:42  _iter_memory_dirs 出口 | 命中目录数=1
[2026-07-17 21:46:17.366] INFO  MemoAlign:85  扫描完成: root=C:\Users\ht182\AppData\Local\Temp\tmpy4_c0sbm, 命中 MD 文件=1
[2026-07-17 21:46:17.368] DEBUG MemoAlign:35  _iter_memory_dirs 入口 | root=C:\Users\ht182\AppData\Local\Temp\tmp8go1np01
[2026-07-17 21:46:17.368] DEBUG MemoAlign:42  _iter_memory_dirs 出口 | 命中目录数=1
[2026-07-17 21:46:17.368] INFO  MemoAlign:85  扫描完成: root=C:\Users\ht182\AppData\Local\Temp\tmp8go1np01, 命中 MD 文件=1
[2026-07-17 21:46:17.372] DEBUG MemoAlign:35  _iter_memory_dirs 入口 | root=C:\Users\ht182\AppData\Local\Temp\tmp_e19zn91
[2026-07-17 21:46:17.373] DEBUG MemoAlign:42  _iter_memory_dirs 出口 | 命中目录数=1
